"Age","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobSatisfaction","PerformanceRating","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
46,"Travel_Rarely","Sales",3,"Below College","Marketing","Low","Male","High","High","Excellent",4,"Manager","Married",17465,3,"No",12,"Very High",1,23,3,"Better",12,9,4,9,"No"
38,"Travel_Rarely","Sales",2,"College","Marketing","Very High","Male","High","Medium","Excellent",3,"Sales Executive","Single",7351,7,"No",16,"High",0,10,2,"Better",1,0,0,0,"No"
43,"Travel_Frequently","Research & Development",27,"Bachelor","Life Sciences","High","Female","High","Low","Excellent",3,"Manufacturing Director","Married",10820,8,"No",11,"High",1,18,1,"Better",8,7,0,1,"No"
39,"Travel_Frequently","Research & Development",2,"Bachelor","Life Sciences","Low","Male","High","Very High","Excellent",4,"Healthcare Representative","Divorced",12169,7,"No",11,"Very High",3,21,4,"Better",18,7,11,5,"Yes"
40,"Travel_Rarely","Research & Development",14,"Bachelor","Medical","High","Male","Medium","High","Excellent",5,"Research Director","Single",19626,1,"No",14,"Low",0,21,2,"Best",20,7,4,9,"No"
21,"Travel_Rarely","Research & Development",1,"Below College","Technical Degree","Very High","Female","Medium","Medium","Excellent",1,"Research Scientist","Single",2070,1,"Yes",11,"High",0,2,6,"Best",2,2,2,2,"No"
39,"Non-Travel","Research & Development",9,"Bachelor","Life Sciences","High","Male","High","Medium","Excellent",2,"Laboratory Technician","Single",6782,9,"No",15,"High",0,9,2,"Good",5,4,0,3,"No"
36,"Non-Travel","Research & Development",18,"Master","Life Sciences","Low","Male","High","Very High","Outstanding",2,"Manufacturing Director","Single",7779,2,"No",20,"Low",0,18,0,"Better",11,9,0,9,"No"
31,"Travel_Frequently","Sales",20,"Bachelor","Life Sciences","High","Male","Very High","Very High","Excellent",1,"Sales Representative","Married",2791,0,"No",12,"Low",1,3,4,"Better",2,2,2,2,"No"
28,"Travel_Rarely","Research & Development",2,"Below College","Life Sciences","Low","Male","Medium","Medium","Excellent",1,"Research Scientist","Married",3201,0,"No",17,"Low",0,6,2,"Bad",5,3,0,4,"No"
35,"Travel_Frequently","Sales",11,"College","Marketing","Very High","Male","High","Very High","Excellent",2,"Sales Executive","Divorced",4968,1,"No",11,"Very High",1,5,3,"Better",5,2,0,2,"No"
49,"Travel_Rarely","Sales",8,"Master","Technical Degree","Very High","Male","Medium","Medium","Excellent",4,"Sales Executive","Married",13120,6,"No",17,"Medium",1,22,3,"Better",9,8,2,3,"No"
34,"Travel_Frequently","Research & Development",2,"College","Life Sciences","Very High","Male","High","High","Excellent",2,"Manufacturing Director","Single",4033,2,"No",11,"Very High",0,5,3,"Good",3,2,0,2,"No"
29,"Travel_Frequently","Research & Development",10,"Bachelor","Life Sciences","Very High","Female","High","Medium","Excellent",1,"Research Scientist","Divorced",3291,0,"No",14,"Very High",2,8,2,"Good",7,5,1,1,"No"
42,"Travel_Rarely","Research & Development",29,"Bachelor","Medical","Medium","Male","Low","Very High","Excellent",2,"Laboratory Technician","Single",4272,4,"No",19,"Low",0,16,3,"Better",1,0,0,0,"No"
29,"Travel_Rarely","Research & Development",8,"Below College","Medical","Medium","Male","Medium","Very High","Excellent",2,"Manufacturing Director","Married",5056,1,"Yes",15,"High",1,10,2,"Good",10,7,1,2,"No"
38,"Travel_Rarely","Human Resources",1,"Bachelor","Human Resources","High","Male","Very High","High","Excellent",1,"Human Resources","Married",2844,1,"No",13,"Very High",1,7,2,"Best",7,6,5,0,"No"
28,"Travel_Frequently","Research & Development",6,"Bachelor","Life Sciences","High","Male","Medium","High","Excellent",1,"Research Scientist","Divorced",2703,1,"Yes",14,"Very High",1,3,2,"Better",3,1,0,2,"No"
18,"Non-Travel","Research & Development",8,"Below College","Medical","High","Male","High","High","Excellent",1,"Laboratory Technician","Single",1904,1,"No",12,"Very High",0,0,0,"Better",0,0,0,0,"Yes"
33,"Travel_Rarely","Sales",9,"Master","Marketing","Low","Female","High","Low","Excellent",2,"Sales Executive","Single",8224,0,"Yes",17,"Low",0,6,3,"Better",5,2,0,3,"Yes"
41,"Travel_Rarely","Research & Development",12,"Master","Life Sciences","Medium","Male","High","Very High","Excellent",1,"Laboratory Technician","Married",4766,3,"Yes",11,"Low",1,6,4,"Better",1,0,0,0,"No"
31,"Travel_Frequently","Research & Development",15,"Bachelor","Medical","High","Male","High","High","Excellent",1,"Laboratory Technician","Married",2610,1,"No",12,"High",1,2,5,"Good",2,2,2,2,"Yes"
37,"Travel_Rarely","Research & Development",25,"College","Medical","High","Female","Medium","Very High","Excellent",2,"Healthcare Representative","Divorced",5731,7,"No",13,"High",2,9,2,"Better",6,2,1,3,"No"
27,"Travel_Rarely","Research & Development",6,"Bachelor","Life Sciences","Very High","Male","Medium","High","Excellent",1,"Research Scientist","Married",2539,1,"No",13,"High",1,4,0,"Better",4,2,2,2,"No"
34,"Travel_Rarely","Sales",9,"Below College","Life Sciences","Medium","Female","High","High","Outstanding",2,"Sales Executive","Married",5714,1,"No",20,"Low",0,6,3,"Good",6,5,1,3,"No"
35,"Travel_Rarely","Human Resources",8,"Master","Technical Degree","High","Male","High","High","Excellent",1,"Human Resources","Single",4323,1,"No",17,"Medium",0,6,2,"Bad",5,4,1,4,"No"
29,"Travel_Rarely","Sales",23,"Below College","Life Sciences","Very High","Female","Medium","Low","Excellent",3,"Sales Executive","Married",7336,1,"No",13,"Low",1,11,3,"Bad",11,8,3,10,"Yes"
40,"Travel_Frequently","Research & Development",9,"Master","Medical","Medium","Female","High","High","Excellent",3,"Research Director","Single",13499,9,"No",17,"High",0,20,3,"Good",18,7,2,13,"No"
42,"Travel_Frequently","Sales",12,"Bachelor","Life Sciences","High","Male","High","Low","Excellent",4,"Sales Executive","Single",13758,0,"Yes",12,"Medium",0,22,2,"Good",21,9,13,14,"Yes"
42,"Travel_Rarely","Sales",4,"Master","Marketing","Medium","Male","High","Low","Excellent",2,"Sales Executive","Single",5155,7,"No",13,"Very High",0,9,3,"Best",6,4,1,5,"No"
35,"Travel_Rarely","Research & Development",1,"Master","Medical","Very High","Male","Medium","High","Excellent",1,"Laboratory Technician","Married",2258,6,"No",12,"Medium",1,10,2,"Better",8,0,1,7,"No"
24,"Travel_Rarely","Research & Development",24,"Bachelor","Medical","Very High","Male","High","Medium","Outstanding",1,"Laboratory Technician","Single",3597,8,"No",22,"Very High",0,6,2,"Better",4,3,1,2,"No"
28,"Travel_Rarely","Research & Development",12,"Below College","Life Sciences","High","Female","High","Very High","Excellent",1,"Laboratory Technician","Married",2515,1,"Yes",11,"Very High",0,1,4,"Good",1,1,0,0,"Yes"
26,"Travel_Rarely","Research & Development",3,"Master","Medical","Low","Male","Very High","Very High","Outstanding",1,"Laboratory Technician","Married",4420,1,"No",22,"Medium",1,8,2,"Better",8,7,0,7,"No"
30,"Travel_Rarely","Sales",10,"Bachelor","Marketing","High","Male","Medium","High","Excellent",2,"Sales Executive","Married",6578,1,"No",18,"Low",1,10,3,"Better",10,3,1,4,"No"
40,"Travel_Frequently","Research & Development",26,"College","Medical","High","Female","Medium","Very High","Excellent",2,"Research Scientist","Married",4422,3,"Yes",13,"Very High",1,16,3,"Bad",1,1,0,0,"No"
35,"Travel_Rarely","Research & Development",2,"Bachelor","Life Sciences","High","Male","Medium","Medium","Excellent",3,"Manufacturing Director","Divorced",10274,2,"No",18,"Medium",1,15,2,"Best",7,7,6,4,"No"
34,"Travel_Frequently","Research & Development",1,"Bachelor","Medical","Very High","Male","Medium","Low","Outstanding",2,"Healthcare Representative","Single",5343,0,"No",20,"High",0,14,3,"Better",13,9,4,9,"No"
35,"Travel_Frequently","Research & Development",4,"Master","Other","Very High","Male","Medium","Very High","Excellent",1,"Laboratory Technician","Married",2376,1,"No",13,"Medium",1,2,2,"Best",2,2,2,2,"No"
43,"Travel_Rarely","Sales",9,"Bachelor","Marketing","Low","Female","Low","High","Excellent",2,"Sales Executive","Single",5346,8,"No",13,"Medium",0,7,2,"Good",4,3,1,3,"Yes"
32,"Non-Travel","Sales",2,"Below College","Life Sciences","High","Female","High","Low","Excellent",1,"Sales Representative","Divorced",2827,1,"No",12,"High",3,1,3,"Better",1,0,0,0,"No"
56,"Travel_Rarely","Research & Development",4,"Master","Technical Degree","Very High","Female","High","Low","Excellent",5,"Manager","Divorced",19943,4,"No",13,"Very High",1,28,2,"Better",5,2,4,2,"No"
29,"Travel_Rarely","Research & Development",6,"Below College","Medical","Medium","Female","High","Very High","Excellent",1,"Laboratory Technician","Married",3131,1,"No",13,"Low",1,10,5,"Better",10,8,0,8,"No"
19,"Travel_Rarely","Research & Development",9,"College","Life Sciences","High","Male","High","Low","Outstanding",1,"Research Scientist","Single",2552,1,"No",25,"High",0,1,4,"Better",1,1,0,0,"No"
45,"Travel_Rarely","Research & Development",7,"Bachelor","Medical","Low","Female","High","High","Excellent",1,"Research Scientist","Married",4477,4,"Yes",19,"High",1,7,2,"Good",3,2,0,2,"No"
37,"Travel_Rarely","Research & Development",1,"Bachelor","Life Sciences","Very High","Female","Medium","Very High","Excellent",2,"Manufacturing Director","Married",6474,1,"No",13,"Medium",1,14,2,"Good",14,8,3,11,"No"
20,"Travel_Rarely","Research & Development",3,"Bachelor","Life Sciences","Low","Male","Medium","High","Excellent",1,"Laboratory Technician","Single",3033,1,"No",12,"Low",0,2,2,"Good",2,2,1,2,"No"
44,"Travel_Rarely","Research & Development",10,"Master","Life Sciences","High","Male","High","High","Excellent",1,"Research Scientist","Single",2936,1,"Yes",11,"High",0,6,4,"Better",6,4,0,2,"Yes"
53,"Travel_Rarely","Research & Development",7,"College","Medical","Very High","Female","High","High","Excellent",5,"Manager","Divorced",18606,3,"No",18,"Medium",1,26,6,"Better",7,7,4,7,"No"
29,"Travel_Rarely","Research & Development",15,"Below College","Life Sciences","Medium","Female","Low","Very High","Excellent",1,"Research Scientist","Married",2168,0,"Yes",18,"Low",1,6,2,"Good",5,4,1,3,"No"
22,"Travel_Frequently","Research & Development",3,"Master","Life Sciences","High","Male","Medium","Very High","Excellent",1,"Research Scientist","Married",2853,0,"Yes",11,"Medium",1,1,5,"Better",0,0,0,0,"Yes"
46,"Travel_Rarely","Sales",2,"Bachelor","Marketing","High","Female","High","Low","Outstanding",4,"Manager","Married",17048,8,"No",23,"Low",0,28,2,"Better",26,15,15,9,"No"
44,"Non-Travel","Research & Development",17,"Bachelor","Life Sciences","Very High","Male","Low","High","Excellent",1,"Research Scientist","Single",2290,2,"No",13,"Very High",0,6,3,"Better",0,0,0,0,"No"
33,"Travel_Rarely","Human Resources",2,"Bachelor","Human Resources","Medium","Male","High","High","Excellent",1,"Human Resources","Married",3600,1,"No",13,"Very High",1,5,2,"Better",5,4,1,4,"No"
41,"Non-Travel","Research & Development",5,"College","Life Sciences","Low","Male","Medium","Low","Excellent",1,"Research Scientist","Divorced",2107,6,"No",17,"Low",1,5,2,"Bad",1,0,0,0,"Yes"
30,"Travel_Rarely","Sales",29,"Master","Life Sciences","High","Male","High","Low","Excellent",2,"Sales Executive","Divorced",4115,8,"No",19,"High",3,8,3,"Better",4,3,0,3,"No"
40,"Travel_Frequently","Sales",2,"Master","Medical","Medium","Male","High","Medium","Excellent",2,"Sales Executive","Married",4327,5,"No",12,"Very High",3,5,2,"Better",0,0,0,0,"No"
50,"Travel_Frequently","Research & Development",2,"Bachelor","Medical","Very High","Female","High","Low","Outstanding",4,"Manager","Married",17856,2,"No",22,"High",1,32,3,"Better",2,2,2,2,"No"
28,"Travel_Rarely","Research & Development",19,"Master","Medical","Very High","Male","Medium","Low","Excellent",1,"Laboratory Technician","Married",3196,1,"No",12,"High",3,6,2,"Better",6,5,3,3,"No"
46,"Travel_Rarely","Research & Development",15,"College","Life Sciences","Very High","Male","High","Medium","Excellent",5,"Research Director","Married",19081,5,"No",11,"Low",1,25,2,"Better",4,2,0,3,"No"
35,"Travel_Rarely","Sales",17,"Master","Life Sciences","High","Male","High","Low","Excellent",2,"Sales Executive","Married",8966,3,"Yes",15,"Very High",3,15,2,"Better",7,7,1,7,"No"
24,"Travel_Rarely","Research & Development",17,"College","Life Sciences","Very High","Female","High","Medium","Excellent",1,"Laboratory Technician","Married",2210,1,"No",13,"Low",1,1,3,"Bad",1,0,0,0,"Yes"
33,"Travel_Frequently","Sales",25,"Bachelor","Medical","Medium","Female","High","High","Excellent",2,"Sales Executive","Married",4539,1,"No",12,"Low",1,10,3,"Good",10,7,0,1,"No"
36,"Travel_Rarely","Research & Development",6,"Master","Life Sciences","High","Male","Low","High","Excellent",1,"Laboratory Technician","Divorced",2741,1,"No",14,"High",1,7,4,"Better",7,7,1,7,"No"
30,"Travel_Rarely","Research & Development",7,"Master","Life Sciences","High","Male","High","High","Excellent",2,"Laboratory Technician","Divorced",3491,1,"No",13,"Low",3,10,4,"Good",10,7,8,9,"No"
44,"Travel_Rarely","Research & Development",29,"Master","Other","Very High","Male","High","Very High","Outstanding",2,"Research Scientist","Single",4541,1,"No",25,"Medium",0,20,3,"Better",20,11,13,17,"No"
20,"Travel_Rarely","Sales",21,"Bachelor","Marketing","High","Male","Very High","Very High","Excellent",1,"Sales Representative","Single",2678,1,"No",17,"Very High",0,2,2,"Better",2,1,2,2,"No"
46,"Travel_Rarely","Research & Development",2,"Master","Technical Degree","Very High","Male","High","Very High","Excellent",2,"Manufacturing Director","Divorced",7379,2,"No",11,"High",1,12,3,"Good",6,3,1,4,"No"
42,"Non-Travel","Human Resources",2,"Doctor","Medical","Very High","Male","Very High","Low","Excellent",2,"Human Resources","Married",6272,7,"No",16,"Low",1,10,3,"Best",4,3,0,3,"No"
60,"Travel_Rarely","Sales",7,"Master","Marketing","Medium","Male","Very High","Very High","Excellent",2,"Sales Executive","Divorced",5220,0,"Yes",18,"Medium",1,12,3,"Better",11,7,1,9,"No"
32,"Travel_Frequently","Research & Development",13,"Bachelor","Other","High","Female","Medium","Medium","Outstanding",1,"Laboratory Technician","Married",2743,1,"No",20,"High",1,2,2,"Better",2,2,2,2,"No"
32,"Travel_Frequently","Research & Development",2,"College","Life Sciences","Very High","Female","High","High","Excellent",2,"Research Scientist","Single",4998,4,"Yes",14,"Very High",0,10,2,"Better",8,7,0,7,"No"
36,"Travel_Rarely","Research & Development",1,"Bachelor","Technical Degree","High","Female","Low","Low","Outstanding",3,"Manufacturing Director","Divorced",10252,2,"Yes",21,"High",1,17,2,"Better",7,7,7,7,"No"
33,"Travel_Rarely","Research & Development",9,"Bachelor","Medical","Low","Male","High","Very High","Excellent",1,"Research Scientist","Married",2781,0,"No",13,"Medium",1,15,5,"Better",14,10,4,10,"No"
40,"Travel_Rarely","Sales",10,"Bachelor","Technical Degree","Medium","Female","Medium","Medium","Excellent",2,"Sales Executive","Divorced",6852,7,"No",12,"Medium",1,7,2,"Best",5,1,1,3,"No"
25,"Travel_Rarely","Sales",10,"Master","Life Sciences","High","Male","High","Very High","Excellent",2,"Sales Executive","Single",4950,0,"No",14,"Medium",0,5,4,"Better",4,3,1,1,"No"
30,"Travel_Rarely","Research & Development",1,"Bachelor","Medical","Very High","Male","High","Medium","Outstanding",1,"Research Scientist","Married",3579,0,"Yes",21,"Low",1,12,2,"Better",11,9,5,7,"No"
42,"Travel_Frequently","Research & Development",26,"Doctor","Medical","Low","Female","High","Low","Excellent",3,"Research Director","Married",13191,3,"Yes",17,"High",0,20,6,"Better",1,0,0,0,"No"
35,"Non-Travel","Sales",8,"College","Marketing","High","Female","Medium","Very High","Excellent",3,"Sales Executive","Married",10377,4,"Yes",11,"Medium",1,16,6,"Good",13,2,4,12,"No"
27,"Travel_Rarely","Research & Development",14,"Bachelor","Life Sciences","Low","Male","High","Low","Excellent",1,"Research Scientist","Married",2235,1,"Yes",14,"Very High",2,9,3,"Good",9,7,6,8,"No"
54,"Travel_Frequently","Research & Development",1,"Master","Life Sciences","Very High","Female","High","High","Excellent",3,"Manufacturing Director","Divorced",10502,7,"No",17,"Low",1,33,2,"Bad",5,4,1,4,"No"
44,"Travel_Rarely","Research & Development",2,"Below College","Life Sciences","Low","Female","Very High","Very High","Excellent",1,"Research Scientist","Married",2011,1,"No",13,"Very High",1,10,5,"Better",10,5,7,7,"No"
19,"Non-Travel","Research & Development",10,"Bachelor","Medical","Low","Female","Medium","Medium","Outstanding",1,"Research Scientist","Single",1859,1,"Yes",25,"Medium",0,1,2,"Best",1,1,0,0,"Yes"
29,"Travel_Rarely","Research & Development",1,"Bachelor","Life Sciences","Low","Female","High","Very High","Excellent",1,"Research Scientist","Divorced",3760,1,"No",15,"Low",3,3,5,"Better",3,2,1,2,"No"
54,"Travel_Rarely","Research & Development",3,"Bachelor","Life Sciences","Very High","Male","High","Very High","Excellent",4,"Research Director","Married",17779,3,"No",14,"Low",0,36,2,"Better",10,9,0,9,"No"
31,"Travel_Rarely","Research & Development",11,"College","Medical","High","Male","High","Low","Excellent",2,"Healthcare Representative","Married",6833,1,"Yes",12,"Very High",0,6,2,"Good",6,5,0,1,"No"
31,"Travel_Rarely","Research & Development",24,"Bachelor","Medical","High","Female","Medium","Low","Excellent",2,"Healthcare Representative","Single",6812,1,"No",19,"Medium",0,10,2,"Better",10,9,1,8,"No"
59,"Travel_Rarely","Sales",3,"Bachelor","Life Sciences","High","Female","Medium","Very High","Excellent",2,"Sales Executive","Single",5171,5,"No",17,"Very High",0,13,2,"Better",6,1,0,5,"No"
43,"Travel_Rarely","Research & Development",3,"Bachelor","Life Sciences","High","Male","Low","Very High","Excellent",5,"Research Director","Married",19740,3,"No",14,"Medium",1,25,2,"Better",8,7,0,7,"No"
